State,Area name,"Less than a high school diploma, 2013-17","High school diploma only, 2013-17","Some college or associate's degree, 2013-17","Bachelor's degree or higher, 2013-17","Percent of adults with less than a high school diploma, 2013-17","Percent of adults with a high school diploma only, 2013-17","Percent of adults completing some college or associate's degree, 2013-17","Percent of adults with a bachelor's degree or higher, 2013-17"
NC,Orange County,"6,484","13,273","17,387","50,385",7.4,15.2,19.9,57.6
NC,Pamlico County,"1,374","2,971","3,575","1,904",14,30.2,36.4,19.4
NC,Pasquotank County,"3,661","8,593","8,908","5,409",13.8,32.3,33.5,20.4
NC,Pender County,"5,332","11,716","13,072","10,373",13.2,28.9,32.3,25.6
NC,Perquimans County,"1,377","3,201","3,527","1,987",13.6,31.7,34.9,19.7
NC,Person County,"4,066","10,168","9,207","4,222",14.7,36.8,33.3,15.3
NC,Pitt County,"11,331","25,035","36,587","32,579",10.7,23.7,34.7,30.9
NC,Polk County,"1,633","3,981","5,038","4,996",10.4,25.4,32.2,31.9
NC,Randolph County,"18,985","33,702","30,370","15,018",19.4,34.4,31,15.3
NC,Richmond County,"6,048","11,065","9,074","4,357",19.8,36.2,29.7,14.3
NC,Robeson County,"19,627","29,797","25,197","10,963",22.9,34.8,29.4,12.8
NC,Rockingham County,"12,288","22,603","20,943","9,621",18.8,34.5,32,14.7
NC,Rowan County,"14,719","31,497","31,409","17,453",15.5,33.1,33,18.4
NC,Rutherford County,"8,834","15,386","15,031","8,196",18.6,32.4,31.7,17.3
NC,Sampson County,"9,659","14,400","13,144","5,296",22.7,33.9,30.9,12.5
NC,Scotland County,"5,095","7,800","6,971","3,742",21.6,33,29.5,15.9
NC,Stanly County,"6,277","14,353","14,695","6,996",14.8,33.9,34.7,16.5
NC,Stokes County,"5,665","13,581","9,663","4,686",16.9,40.4,28.8,13.9
NC,Surry County,"11,022","15,221","16,143","8,367",21.7,30,31.8,16.5
NC,Swain County,"1,926","3,200","3,215","1,477",19.6,32.6,32.7,15
NC,Transylvania County,"3,126","6,796","7,607","7,482",12.5,27.2,30.4,29.9
NC,Tyrrell County,821,"1,342",805,245,25.6,41.8,25.1,7.6
NC,Union County,"14,396","35,519","42,945","47,757",10.2,25.3,30.5,34
NC,Vance County,"6,488","11,079","8,579","3,592",21.8,37.3,28.8,12.1
NC,Wake County,"51,062","107,031","173,905","345,121",7.5,15.8,25.7,51
NC,Warren County,"2,882","5,008","4,298","2,280",19.9,34.6,29.7,15.8
NC,Washington County,"1,925","3,062","2,751",778,22.6,36,32.3,9.1
NC,Watauga County,"3,442","5,988","8,170","12,571",11.4,19.8,27.1,41.7
NC,Wayne County,"13,597","24,638","27,817","16,211",16.5,30,33.8,19.7
NC,Wilkes County,"10,590","15,602","15,131","7,521",21.7,31.9,31,15.4
NC,Wilson County,"10,631","18,128","15,918","10,334",19.3,33,28.9,18.8
NC,Yadkin County,"5,488","9,193","8,679","3,194",20.7,34.6,32.7,12
NC,Yancey County,"2,188","4,366","3,910","2,571",16.8,33.5,30,19.7
ND,North Dakota,"37,462","131,653","176,105","140,270",7.7,27.1,36.3,28.9
ND,Adams County,74,568,582,462,4.4,33.7,34.5,27.4
ND,Barnes County,780,"2,237","2,715","1,996",10.1,28.9,35.1,25.8
ND,Benson County,600,"1,209","1,504",604,15.3,30.9,38.4,15.4
ND,Billings County,73,241,235,165,10.2,33.8,32.9,23.1
ND,Bottineau County,397,"1,403","1,825","1,019",8.5,30.2,39.3,21.9
ND,Bowman County,183,719,771,542,8.3,32.5,34.8,24.5
ND,Burke County,127,437,612,296,8.6,29.7,41.6,20.1
ND,Burleigh County,"3,927","14,611","22,037","21,937",6.3,23.4,35.3,35.1
ND,Cass County,"6,026","21,488","38,210","40,872",5.7,20.2,35.8,38.3
ND,Cavalier County,223,829,"1,200",522,8,29.9,43.3,18.8
ND,Dickey County,386,968,"1,168",961,11.1,27.8,33.5,27.6
ND,Divide County,212,703,554,354,11.6,38.6,30.4,19.4
ND,Dunn County,300,948,"1,090",697,9.9,31.2,35.9,23
ND,Eddy County,188,501,565,380,11.5,30.7,34.6,23.3
ND,Emmons County,360,922,855,393,14.2,36.4,33.8,15.5
ND,Foster County,268,661,900,567,11.2,27.6,37.6,23.7
ND,Golden Valley County,118,353,506,276,9.4,28.2,40.4,22
ND,Grand Forks County,"2,341","9,522","15,007","13,865",5.7,23.4,36.8,34
ND,Grant County,177,678,619,329,9.8,37.6,34.3,18.2
ND,Griggs County,171,514,606,378,10.2,30.8,36.3,22.6
ND,Hettinger County,212,724,718,281,11,37.4,37.1,14.5
ND,Kidder County,169,627,614,334,9.7,36,35.2,19.2
ND,LaMoure County,411,881,965,681,14,30,32.8,23.2
ND,Logan County,223,562,459,197,15.5,39,31.9,13.7
ND,McHenry County,394,"1,452","1,493",814,9.5,35,35.9,19.6
ND,McIntosh County,414,648,674,360,19.8,30.9,32.2,17.2
ND,McKenzie County,546,"2,319","2,535","1,825",7.6,32.1,35.1,25.3
ND,McLean County,617,"2,478","2,620","1,311",8.8,35.3,37.3,18.7
ND,Mercer County,551,"1,645","2,542","1,392",9,26.8,41.5,22.7
ND,Morton County,"1,741","6,320","7,482","5,486",8.3,30.1,35.6,26.1
ND,Mountrail County,529,"1,929","2,469","1,367",8.4,30.6,39.2,21.7
ND,Nelson County,188,703,905,463,8.3,31.1,40.1,20.5
ND,Oliver County,151,376,550,262,11.3,28.1,41.1,19.6
ND,Pembina County,617,"1,711","1,784","1,038",12,33.2,34.6,20.2
ND,Pierce County,293,"1,028","1,256",484,9.6,33.6,41,15.8
ND,Ramsey County,686,"2,330","2,948","1,961",8.7,29.4,37.2,24.7
ND,Ransom County,374,"1,436","1,262",724,9.9,37.8,33.2,19.1
ND,Renville County,112,588,752,280,6.5,33.9,43.4,16.2
ND,Richland County,950,"3,043","4,230","2,342",9,28.8,40,22.2
ND,Rolette County,"1,192","1,928","3,497","1,731",14.3,23.1,41.9,20.7
ND,Sargent County,217,967,"1,115",527,7.7,34.2,39.5,18.6
ND,Sheridan County,161,375,412,156,14.6,34,37.3,14.1
ND,Sioux County,320,737,854,401,13.8,31.9,36.9,17.3
ND,Slope County,59,131,178,135,11.7,26,35.4,26.8
ND,Stark County,"1,771","6,407","6,920","4,723",8.9,32.3,34.9,23.8
ND,Steele County,54,434,562,361,3.8,30.8,39.8,25.6
ND,Stutsman County,"1,311","5,144","4,597","3,493",9,35.4,31.6,24
ND,Towner County,108,570,668,297,6.6,34.7,40.7,18.1
ND,Traill County,413,"1,472","2,165","1,427",7.5,26.9,39.5,26.1
ND,Walsh County,979,"2,681","2,729","1,293",12.7,34.9,35.5,16.8
ND,Ward County,"2,782","13,239","15,038","12,025",6.5,30.7,34.9,27.9
ND,Wells County,414,"1,010",936,699,13.5,33,30.6,22.9
ND,Williams County,"1,572","6,246","8,615","4,785",7.4,29.4,40.6,22.6
OH,Ohio,"805,643","2,646,608","2,287,272","2,148,627",10.2,33.6,29,27.2
OH,Adams County,"3,991","8,645","4,043","2,303",21,45.5,21.3,12.1
OH,Allen County,"7,594","26,285","23,101","12,246",11,38,33.4,17.7
OH,Ashland County,"4,091","14,972","9,082","7,124",11.6,42.5,25.8,20.2
OH,Ashtabula County,"9,816","30,770","18,968","9,196",14.3,44.8,27.6,13.4
OH,Athens County,"3,774","12,328","9,424","10,713",10.4,34,26,29.6
OH,Auglaize County,"2,014","13,612","9,586","5,716",6.5,44,31,18.5
OH,Belmont County,"4,877","21,315","16,219","8,155",9.6,42.2,32.1,16.1
OH,Brown County,"4,181","14,408","7,809","3,875",13.8,47.6,25.8,12.8
OH,Butler County,"23,607","78,901","66,115","70,800",9.9,33,27.6,29.6
OH,Carroll County,"2,339","9,569","5,441","2,444",11.8,48.3,27.5,12.3
OH,Champaign County,"2,754","12,504","7,087","4,289",10.3,46.9,26.6,16.1
OH,Clark County,"11,852","34,150","29,338","17,184",12.8,36.9,31.7,18.6
OH,Clermont County,"13,887","44,802","40,000","38,964",10.1,32.5,29.1,28.3
OH,Clinton County,"3,147","11,464","8,426","4,870",11.3,41.1,30.2,17.5
OH,Columbiana County,"9,346","33,854","21,261","10,410",12.5,45.2,28.4,13.9
OH,Coshocton County,"3,652","12,325","6,050","3,181",14.5,48.9,24,12.6
OH,Crawford County,"3,080","13,346","8,819","4,338",10.4,45.1,29.8,14.7
OH,Cuyahoga County,"95,600","246,753","256,941","275,155",10.9,28.2,29.4,31.5
OH,Darke County,"3,700","16,971","9,688","5,033",10.5,48,27.4,14.2
OH,Defiance County,"2,395","11,562","7,712","4,190",9.3,44.7,29.8,16.2
OH,Delaware County,"4,114","24,356","29,579","67,556",3.3,19.4,23.5,53.8
OH,Erie County,"4,506","20,400","16,727","11,990",8.4,38,31.2,22.4
OH,Fairfield County,"8,288","34,257","32,115","27,099",8.1,33.7,31.6,26.6
OH,Fayette County,"2,527","9,350","4,607","3,083",12.9,47.8,23.5,15.8
OH,Franklin County,"77,764","208,107","223,662","321,291",9.4,25,26.9,38.7
OH,Fulton County,"2,530","11,678","9,315","4,914",8.9,41.1,32.8,17.3
OH,Gallia County,"3,907","8,248","5,117","3,344",19,40,24.8,16.2
OH,Geauga County,"6,190","16,237","17,136","24,198",9.7,25.5,26.9,38
OH,Greene County,"7,928","27,247","32,203","42,631",7.2,24.8,29.3,38.8
OH,Guernsey County,"4,291","11,687","7,575","3,811",15.7,42.7,27.7,13.9
OH,Hamilton County,"51,728","145,107","149,363","197,239",9.5,26.7,27.5,36.3
OH,Hancock County,"3,839","18,321","15,249","13,930",7.5,35.7,29.7,27.1
OH,Hardin County,"2,110","9,168","4,978","2,982",11,47.7,25.9,15.5
OH,Harrison County,"1,507","5,368","2,970","1,203",13.6,48.6,26.9,10.9
OH,Henry County,"1,432","8,091","5,978","3,267",7.6,43.1,31.9,17.4
OH,Highland County,"4,711","13,080","7,833","3,609",16.1,44.7,26.8,12.3
OH,Hocking County,"2,134","8,922","6,070","2,802",10.7,44.8,30.5,14.1
OH,Holmes County,"10,472","8,823","3,661","2,124",41.8,35.2,14.6,8.5
OH,Huron County,"4,922","18,239","10,705","5,382",12.5,46.5,27.3,13.7
OH,Jackson County,"3,596","9,327","5,805","3,514",16.2,41.9,26.1,15.8
OH,Jefferson County,"4,613","20,482","15,573","7,115",9.7,42.9,32.6,14.9
OH,Knox County,"3,621","16,437","10,595","9,000",9.1,41.5,26.7,22.7
OH,Lake County,"13,032","53,955","52,380","44,657",7.9,32.9,31.9,27.2
OH,Lawrence County,"6,029","18,082","12,426","6,178",14.1,42.3,29.1,14.5
OH,Licking County,"11,139","40,989","34,536","28,220",9.7,35.7,30.1,24.6
OH,Logan County,"2,998","15,291","7,990","4,685",9.7,49.4,25.8,15.1
OH,Lorain County,"21,901","67,317","70,492","49,633",10.5,32.2,33.7,23.7
OH,Lucas County,"33,122","86,927","96,106","74,544",11.4,29.9,33.1,25.6
OH,Madison County,"4,161","12,720","8,931","5,193",13.4,41,28.8,16.7
OH,Mahoning County,"15,533","62,808","47,824","38,145",9.5,38.2,29.1,23.2
OH,Marion County,"5,959","19,682","14,401","6,242",12.9,42.5,31.1,13.5
OH,Medina County,"7,293","38,590","36,832","39,068",6,31.7,30.2,32.1
OH,Meigs County,"2,562","7,247","4,522","2,133",15.6,44,27.5,13
OH,Mercer County,"1,963","13,018","7,455","4,473",7.3,48.4,27.7,16.6
OH,Miami County,"7,501","26,907","22,431","15,098",10.4,37.4,31.2,21
OH,Monroe County,"1,241","5,323","2,520","1,167",12.1,51.9,24.6,11.4
OH,Montgomery County,"36,701","101,758","127,118","97,112",10.1,28.1,35,26.8
OH,Morgan County,"1,394","4,696","3,011","1,361",13.3,44.9,28.8,13
OH,Morrow County,"2,883","10,871","6,773","3,242",12.1,45.7,28.5,13.6
OH,Muskingum County,"7,464","24,197","17,371","9,151",12.8,41.6,29.9,15.7
OH,Noble County,"1,513","5,647","2,672","1,160",13.8,51.4,24.3,10.6
OH,Ottawa County,"2,353","10,873","10,201","6,738",7.8,36,33.8,22.3
OH,Paulding County,"1,299","6,581","3,333","1,828",10,50.5,25.6,14
OH,Perry County,"3,746","11,029","6,752","2,841",15.4,45.3,27.7,11.7
OH,Pickaway County,"4,957","17,118","10,504","6,836",12.6,43.4,26.6,17.3
OH,Pike County,"3,806","7,975","5,031","2,570",19.6,41.1,26,13.3
OH,Portage County,"8,425","38,609","28,329","28,529",8.1,37.2,27.3,27.5
OH,Preble County,"3,038","12,796","8,646","4,119",10.6,44.7,30.2,14.4
OH,Putnam County,"1,657","9,790","6,808","4,295",7.3,43.4,30.2,19
OH,Richland County,"11,071","34,228","24,899","14,561",13.1,40.4,29.4,17.2
OH,Ross County,"7,202","23,528","14,814","8,655",13.3,43.4,27.3,16
OH,Sandusky County,"4,307","17,328","13,146","6,220",10.5,42.3,32.1,15.2
OH,Scioto County,"8,483","21,724","14,749","8,065",16,41,27.8,15.2
OH,Seneca County,"3,412","16,856","11,090","5,683",9.2,45.5,29.9,15.3
OH,Shelby County,"3,034","13,723","10,016","5,518",9.4,42.5,31,17.1
OH,Stark County,"24,265","97,663","78,274","58,997",9.4,37.7,30.2,22.8
OH,Summit County,"32,960","118,243","106,462","119,093",8.7,31.4,28.3,31.6
OH,Trumbull County,"15,912","64,704","36,886","27,028",11,44.8,25.5,18.7
OH,Tuscarawas County,"8,750","29,781","15,799","9,667",13.7,46.5,24.7,15.1
OH,Union County,"2,865","12,851","9,534","11,236",7.9,35.2,26.1,30.8
OH,Van Wert County,"1,538","9,148","5,494","3,173",7.9,47.3,28.4,16.4
OH,Vinton County,"1,835","4,231","2,118",941,20.1,46.4,23.2,10.3
OH,Warren County,"10,151","38,783","37,886","62,589",6.8,26,25.4,41.9
OH,Washington County,"4,258","17,402","13,463","8,059",9.9,40.3,31.2,18.7
OH,Wayne County,"10,796","30,770","18,450","15,932",14.2,40.5,24.3,21
OH,Williams County,"2,650","11,443","7,825","3,738",10.3,44.6,30.5,14.6
OH,Wood County,"4,607","24,818","24,594","25,694",5.8,31.1,30.9,32.2
OH,Wyandot County,"1,450","7,120","4,452","2,290",9.5,46.5,29.1,15
OK,Oklahoma,"318,653","803,755","796,716","634,364",12.5,31.5,31.2,24.8
OK,Adair County,"2,947","6,185","3,239","1,944",20.6,43.2,22.6,13.6
OK,Alfalfa County,555,"1,678","1,192",906,12.8,38.7,27.5,20.9
OK,Atoka County,"1,659","3,978","2,618","1,407",17.2,41.2,27.1,14.6
OK,Beaver County,569,"1,334","1,001",720,15.7,36.8,27.6,19.9
OK,Beckham County,"2,269","5,995","4,339","2,523",15,39.6,28.7,16.7
OK,Blaine County,"1,048","2,491","2,210","1,180",15.1,36,31.9,17
OK,Bryan County,"4,141","9,896","9,189","6,759",13.8,33,30.6,22.5
OK,Caddo County,"2,702","7,910","5,493","3,298",13.9,40.8,28.3,17
OK,Canadian County,"7,043","25,673","31,955","22,944",8,29.3,36.5,26.2
OK,Carter County,"4,243","11,987","9,300","6,529",13.2,37.4,29,20.4
OK,Cherokee County,"4,395","9,663","8,763","7,193",14.6,32.2,29.2,24
OK,Choctaw County,"1,960","4,048","2,948","1,280",19.1,39.5,28.8,12.5
OK,Cimarron County,226,589,420,333,14.4,37.6,26.8,21.2
OK,Cleveland County,"14,855","43,660","58,777","55,351",8.6,25.3,34,32.1
OK,Coal County,622,"1,554",992,629,16.4,40.9,26.1,16.6
OK,Comanche County,"7,802","25,328","27,347","16,914",10.1,32.7,35.3,21.9
OK,Cotton County,568,"1,692","1,194",646,13.9,41.3,29.1,15.8
OK,Craig County,"1,432","4,010","3,285","1,498",14,39.2,32.1,14.7
OK,Creek County,"6,385","19,914","14,182","7,482",13.3,41.5,29.6,15.6
OK,Custer County,"2,189","5,687","4,629","4,510",12.9,33.4,27.2,26.5
OK,Delaware County,"4,623","11,190","9,291","4,971",15.4,37.2,30.9,16.5
OK,Dewey County,288,"1,359",872,703,8.9,42.2,27.1,21.8
OK,Ellis County,350,"1,060",820,614,12.3,37.3,28.8,21.6
OK,Garfield County,"4,876","14,617","11,973","9,154",12,36,29.5,22.5
OK,Garvin County,"2,725","8,166","4,806","2,875",14.7,44,25.9,15.5
OK,Grady County,"4,252","14,732","10,672","6,892",11.6,40.3,29.2,18.9
OK,Grant County,257,"1,084",945,797,8.3,35.2,30.7,25.9
OK,Greer County,639,"1,573","1,464",614,14.9,36.7,34.1,14.3
OK,Harmon County,391,488,634,440,20,25,32.5,22.5
OK,Harper County,490,885,576,609,19.1,34.6,22.5,23.8
OK,Haskell County,"1,572","3,459","2,517","1,115",18.1,39.9,29.1,12.9
OK,Hughes County,"1,830","3,630","2,784","1,170",19.4,38.6,29.6,12.4
OK,Jackson County,"2,756","4,354","5,736","3,434",16.9,26.7,35.2,21.1
OK,Jefferson County,764,"1,787","1,203",535,17.8,41.7,28,12.5
OK,Johnston County,"1,207","2,679","2,283","1,226",16.3,36.2,30.9,16.6
OK,Kay County,"3,935","9,637","10,234","5,979",13.2,32.4,34.4,20.1
OK,Kingfisher County,"1,209","3,636","2,876","2,401",11.9,35.9,28.4,23.7
OK,Kiowa County,967,"2,366","1,903","1,079",15.3,37.5,30.1,17.1
OK,Latimer County,"1,009","2,583","2,392","1,166",14.1,36.1,33.5,16.3
OK,Le Flore County,"5,991","13,834","8,770","5,004",17.8,41.2,26.1,14.9
OK,Lincoln County,"3,407","9,246","7,517","3,356",14.5,39.3,32,14.3
OK,Logan County,"2,840","9,652","8,953","8,338",9.5,32.4,30.1,28
OK,Love County,"1,101","2,790","1,655",967,16.9,42.8,25.4,14.8
OK,McClain County,"2,887","8,398","7,750","6,043",11.5,33.5,30.9,24.1
OK,McCurtain County,"3,952","9,160","5,728","2,951",18.1,42,26.3,13.5
OK,McIntosh County,"2,108","6,112","4,258","1,961",14.6,42.3,29.5,13.6
OK,Major County,677,"2,161","1,530",878,12.9,41.2,29.2,16.7
OK,Marshall County,"2,072","3,906","3,547","1,634",18.6,35,31.8,14.6
OK,Mayes County,"3,849","10,742","8,848","4,262",13.9,38.8,31.9,15.4
OK,Murray County,"1,648","3,688","2,320","1,888",17.3,38.6,24.3,19.8
OK,Muskogee County,"6,842","16,761","13,801","8,702",14.8,36.4,29.9,18.9
OK,Noble County,823,"2,785","2,322","1,861",10.6,35.7,29.8,23.9
OK,Nowata County,936,"3,222","2,215",832,13,44.7,30.7,11.5
OK,Okfuskee County,"1,751","3,146","2,356",996,21.2,38.1,28.6,12.1
OK,Oklahoma County,"66,344","127,440","152,275","156,899",13.2,25.3,30.3,31.2
OK,Okmulgee County,"3,405","9,171","9,514","3,772",13.2,35.5,36.8,14.6
OK,Osage County,"3,902","12,975","10,159","5,925",11.8,39.4,30.8,18
OK,Ottawa County,"3,236","7,558","6,941","2,892",15.7,36.6,33.7,14
OK,Pawnee County,"1,321","4,941","3,215","1,765",11.8,44,28.6,15.7
OK,Payne County,"3,750","11,636","11,994","15,962",8.7,26.8,27.7,36.8
OK,Pittsburg County,"4,239","11,646","10,396","5,103",13.5,37.1,33.1,16.3
OK,Pontotoc County,"2,804","8,302","6,683","6,967",11.3,33.5,27,28.1
OK,Pottawatomie County,"6,191","16,702","15,642","8,480",13.2,35.5,33.3,18
OK,Pushmataha County,"1,340","3,034","2,287","1,194",17.1,38.6,29.1,15.2
OK,Roger Mills County,220,897,822,508,9,36.7,33.6,20.8
OK,Rogers County,"4,983","20,084","20,805","14,117",8.3,33.5,34.7,23.5
OK,Seminole County,"2,625","5,815","5,792","2,291",15.9,35.2,35.1,13.9
OK,Sequoyah County,"5,237","10,817","8,311","3,888",18.5,38.3,29.4,13.8
OK,Stephens County,"4,076","12,278","8,741","5,288",13.4,40.4,28.8,17.4
OK,Texas County,"3,757","3,646","2,918","2,703",28.8,28,22.4,20.8
OK,Tillman County,"1,229","1,825","1,333",786,23.8,35.3,25.8,15.2
OK,Tulsa County,"45,601","106,664","135,306","128,870",11,25.6,32.5,30.9
OK,Wagoner County,"5,247","17,221","17,453","11,702",10.2,33.4,33.8,22.7
OK,Washington County,"3,336","12,660","9,872","9,554",9.4,35.7,27.9,27
OK,Washita County,860,"3,192","2,003","1,662",11.1,41.4,26,21.5
OK,Woods County,650,"1,791","1,525","1,801",11.3,31.1,26.4,31.2
OK,Woodward County,"1,666","5,300","4,105","2,742",12.1,38.4,29.7,19.9
OR,Oregon,"273,693","655,921","965,412","902,927",9.8,23.4,34.5,32.3
OR,Baker County,"1,171","3,874","4,106","2,677",9.9,32.8,34.7,22.6
OR,Benton County,"2,438","7,419","14,824","28,729",4.6,13.9,27.8,53.8
OR,Clackamas County,"19,102","61,097","100,877","99,049",6.8,21.8,36,35.4
OR,Clatsop County,"2,333","6,796","11,569","6,699",8.5,24.8,42.2,24.5
OR,Columbia County,"3,386","11,696","13,852","6,632",9.5,32.9,38.9,18.6
OR,Coos County,"4,892","14,534","18,581","8,693",10.5,31.1,39.8,18.6
OR,Crook County,"1,965","5,521","5,839","2,898",12.1,34,36,17.9
OR,Curry County,"1,807","5,203","6,652","4,186",10.1,29.2,37.3,23.5
OR,Deschutes County,"8,230","30,006","45,155","42,453",6.5,23.8,35.9,33.7
OR,Douglas County,"8,360","25,532","31,759","13,399",10.6,32.3,40.2,17
OR,Gilliam County,152,493,464,264,11.1,35.9,33.8,19.2
OR,Grant County,561,"1,703","2,118","1,133",10.2,30.9,38.4,20.5
OR,Harney County,534,"1,703","1,959",995,10.3,32.8,37.7,19.2
OR,Hood River County,"3,138","3,472","4,143","4,662",20.4,22.5,26.9,30.2
OR,Jackson County,"16,188","39,895","54,333","40,372",10.7,26.5,36,26.8
OR,Jefferson County,"2,208","4,734","5,883","2,612",14.3,30.7,38.1,16.9
OR,Josephine County,"6,751","19,819","24,622","10,938",10.9,31.9,39.6,17.6
OR,Klamath County,"5,822","14,086","17,434","8,725",12.6,30.6,37.8,18.9
OR,Lake County,894,"2,047","2,024",860,15.3,35.1,34.7,14.8
OR,Lane County,"21,015","58,980","94,039","73,114",8.5,23.9,38,29.6
OR,Lincoln County,"3,826","10,375","13,289","8,722",10.6,28.7,36.7,24.1
OR,Linn County,"8,163","25,161","34,488","15,536",9.8,30.2,41.4,18.6
OR,Malheur County,"3,719","6,043","7,353","2,601",18.9,30.7,37.3,13.2
OR,Marion County,"32,616","58,926","75,208","48,762",15.1,27.3,34.9,22.6
OR,Morrow County,"1,749","2,402","2,246",694,24.7,33.9,31.7,9.8
OR,Multnomah County,"51,182","99,759","168,597","248,722",9,17.6,29.7,43.8
OR,Polk County,"4,728","12,441","18,145","15,602",9.3,24.4,35.6,30.6
OR,Sherman County,93,467,515,230,7.1,35.8,39.5,17.6
OR,Tillamook County,"1,935","6,245","7,016","3,978",10.1,32.6,36.6,20.7
OR,Umatilla County,"8,991","14,178","18,779","7,949",18,28.4,37.6,15.9
OR,Union County,"1,245","5,754","6,040","4,122",7.3,33.5,35.2,24
OR,Wallowa County,385,"1,643","1,974","1,388",7.1,30.5,36.6,25.8
OR,Wasco County,"2,458","5,135","6,738","3,531",13.8,28.7,37.7,19.8
OR,Washington County,"33,619","70,252","119,493","164,526",8.7,18.1,30.8,42.4
OR,Wheeler County,79,427,429,175,7.1,38.5,38.6,15.8
OR,Yamhill County,"7,958","18,103","24,869","17,299",11.7,26.5,36.4,25.4
PA,Pennsylvania,"898,982","3,161,786","2,151,966","2,673,219",10.1,35.6,24.2,30.1
PA,Adams County,"8,085","29,431","17,668","15,677",11.4,41.5,24.9,22.1
PA,Allegheny County,"52,148","250,561","227,245","352,942",5.9,28.4,25.7,40
PA,Armstrong County,"5,224","23,771","12,480","7,445",10.7,48.6,25.5,15.2
PA,Beaver County,"8,956","47,316","36,404","29,306",7.3,38.8,29.8,24
PA,Bedford County,"4,624","18,297","7,678","4,896",13,51.5,21.6,13.8
PA,Berks County,"39,251","105,598","68,180","66,951",14,37.7,24.4,23.9
PA,Blair County,"8,181","40,781","21,435","17,955",9.3,46.2,24.3,20.3
PA,Bradford County,"4,747","20,533","10,296","7,820",10.9,47.3,23.7,18
PA,Bucks County,"27,962","130,201","110,733","174,750",6.3,29.3,25,39.4
PA,Butler County,"7,722","43,714","34,141","45,326",5.9,33.4,26.1,34.6
PA,Cambria County,"8,961","43,580","24,099","20,301",9.2,45,24.9,20.9
PA,Cameron County,414,"1,669",933,572,11.5,46.5,26,15.9
PA,Carbon County,"4,899","21,707","12,806","7,529",10.4,46.2,27.3,16
PA,Centre County,"6,202","29,320","18,545","41,976",6.5,30.5,19.3,43.7
PA,Chester County,"24,511","76,343","69,468","177,264",7.1,22,20,51
PA,Clarion County,"2,897","12,069","5,579","5,736",11,45.9,21.2,21.8
PA,Clearfield County,"7,775","29,367","13,587","8,351",13.2,49.7,23,14.1
PA,Clinton County,"3,107","11,673","5,923","4,535",12.3,46.3,23.5,18
PA,Columbia County,"4,545","19,561","10,342","9,518",10.3,44.5,23.5,21.6
PA,Crawford County,"7,028","27,427","13,429","12,287",11.7,45.6,22.3,20.4
PA,Cumberland County,"13,927","56,701","41,100","59,448",8.1,33.1,24,34.7
